frame,num_atoms,num_adsorbates,count_As,count_Al,count_Re,count_Co,count_H,count_Si,count_Pt,count_Ti,count_S,count_Te,count_Ca,count_K,count_Se,count_V,count_Zr,count_Ge,count_Mn,count_Bi,count_Sn,count_Ga,count_N,count_Au,count_Hf,count_C,count_O,count_Fe,count_Cs,count_Cl,count_Tc,count_Sc,count_Ni,count_Ta,count_In,count_Ir,count_Rh,count_Os,count_Mo,count_Nb,count_Cr,count_Ag,count_Rb,count_Y,count_Sb,count_Sr,count_Pb,count_Cu,count_Pd,count_Tl,count_Na,count_P,count_Hg,count_Cd,count_Zn,count_Ru,count_W,count_B
684,3012,244,16.0,88.0,0.0,33.0,146,36.0,76.0,176.0,332.0,80.0,116.0,24.0,120.0,0.0,78.0,76.0,0.0,32.0,92.0,68.0,127,0.0,98.0,61,37,24.0,0.0,24.0,0.0,16.0,10.0,132.0,72.0,32.0,80.0,0.0,16.0,6.0,36.0,86.0,0.0,0.0,78.0,48.0,0.0,38.0,84.0,0.0,44.0,0.0,52.0,144.0,60.0,0.0,18.0,0.0
685,2869,185,24.0,44.0,36.0,12.0,100,172.0,80.0,200.0,232.0,60.0,84.0,53.0,117.0,68.0,0.0,32.0,0.0,8.0,12.0,48.0,60,170.0,15.0,43,42,0.0,0.0,0.0,72.0,103.0,0.0,16.0,88.0,24.0,84.0,32.0,36.0,0.0,0.0,96.0,20.0,126.0,95.0,0.0,24.0,12.0,48.0,40.0,0.0,0.0,33.0,32.0,96.0,80.0,0.0,0.0
686,2805,194,24.0,44.0,24.0,224.0,102,82.0,64.0,66.0,84.0,146.0,140.0,60.0,148.0,27.0,140.0,3.0,0.0,8.0,84.0,36.0,103,36.0,102.0,46,46,0.0,16.0,84.0,20.0,0.0,24.0,0.0,36.0,16.0,72.0,0.0,42.0,68.0,24.0,24.0,16.0,12.0,44.0,72.0,0.0,52.0,0.0,16.0,96.0,84.0,0.0,28.0,72.0,10.0,38.0,0.0
687,3127,208,0.0,156.0,68.0,0.0,107,112.0,40.0,200.0,128.0,94.0,32.0,24.0,48.0,56.0,136.0,132.0,42.0,20.0,112.0,86.0,57,0.0,40.0,54,47,96.0,32.0,0.0,0.0,0.0,36.0,58.0,72.0,0.0,92.0,64.0,0.0,48.0,260.0,68.0,0.0,16.0,10.0,12.0,64.0,24.0,72.0,64.0,72.0,48.0,40.0,32.0,24.0,32.0,0.0,0.0
688,2851,262,20.0,0.0,0.0,0.0,142,42.0,64.0,44.0,48.0,66.0,114.0,0.0,122.0,62.0,98.0,96.0,0.0,44.0,30.0,238.0,26,120.0,88.0,81,39,32.0,0.0,128.0,0.0,66.0,0.0,0.0,24.0,24.0,24.0,0.0,27.0,0.0,0.0,0.0,32.0,30.0,106.0,72.0,90.0,88.0,20.0,84.0,36.0,152.0,42.0,32.0,54.0,0.0,104.0,0.0
689,2941,479,42.0,20.0,0.0,144.0,308,0.0,96.0,56.0,80.0,82.0,214.0,0.0,30.0,72.0,16.0,24.0,0.0,0.0,88.0,94.0,70,110.0,120.0,128,43,0.0,12.0,92.0,0.0,84.0,0.0,0.0,24.0,0.0,72.0,0.0,70.0,36.0,0.0,0.0,76.0,16.0,100.0,24.0,44.0,0.0,30.0,148.0,24.0,140.0,16.0,16.0,0.0,80.0,0.0,0.0
690,2608,187,36.0,156.0,96.0,0.0,90,0.0,36.0,4.0,162.0,12.0,58.0,16.0,164.0,24.0,98.0,64.0,0.0,24.0,8.0,120.0,63,86.0,100.0,56,41,0.0,0.0,120.0,24.0,74.0,156.0,64.0,26.0,24.0,64.0,0.0,0.0,0.0,24.0,52.0,24.0,0.0,32.0,20.0,28.0,52.0,0.0,28.0,140.0,4.0,40.0,26.0,0.0,48.0,24.0,0.0
691,2987,227,48.0,72.0,0.0,24.0,127,104.0,36.0,44.0,165.0,182.0,204.0,76.0,16.0,0.0,30.0,148.0,36.0,0.0,197.0,56.0,146,176.0,72.0,65,35,0.0,32.0,0.0,32.0,14.0,24.0,0.0,82.0,0.0,48.0,0.0,36.0,48.0,0.0,18.0,24.0,28.0,0.0,38.0,53.0,100.0,131.0,54.0,0.0,0.0,0.0,34.0,108.0,24.0,0.0,0.0
692,2722,238,0.0,190.0,48.0,20.0,105,54.0,60.0,68.0,30.0,0.0,106.0,40.0,144.0,0.0,32.0,0.0,46.0,40.0,36.0,42.0,144,0.0,98.0,93,40,20.0,0.0,32.0,0.0,32.0,54.0,20.0,60.0,78.0,112.0,20.0,0.0,0.0,0.0,16.0,108.0,36.0,100.0,52.0,18.0,72.0,116.0,18.0,84.0,20.0,0.0,48.0,66.0,40.0,64.0,0.0
693,3141,352,0.0,108.0,16.0,48.0,184,156.0,0.0,80.0,494.0,56.0,36.0,32.0,64.0,0.0,24.0,112.0,0.0,72.0,20.0,8.0,9,0.0,36.0,122,46,32.0,0.0,112.0,32.0,114.0,96.0,36.0,49.0,24.0,56.0,0.0,0.0,45.0,36.0,48.0,0.0,24.0,16.0,60.0,40.0,12.0,4.0,150.0,76.0,80.0,40.0,12.0,184.0,40.0,0.0,0.0
694,2993,191,74.0,28.0,80.0,40.0,97,36.0,24.0,140.0,178.0,96.0,106.0,32.0,196.0,16.0,50.0,24.0,72.0,48.0,0.0,16.0,141,108.0,156.0,53,41,96.0,12.0,32.0,36.0,16.0,24.0,51.0,74.0,24.0,48.0,0.0,12.0,0.0,0.0,68.0,0.0,106.0,0.0,36.0,10.0,98.0,64.0,40.0,58.0,24.0,72.0,48.0,58.0,0.0,34.0,0.0
695,2811,202,0.0,44.0,0.0,0.0,103,84.0,24.0,58.0,152.0,300.0,0.0,48.0,96.0,52.0,48.0,42.0,0.0,32.0,96.0,24.0,16,18.0,0.0,53,46,32.0,0.0,140.0,0.0,72.0,84.0,51.0,108.0,54.0,164.0,0.0,0.0,56.0,0.0,48.0,88.0,32.0,16.0,108.0,102.0,32.0,0.0,12.0,8.0,56.0,48.0,24.0,124.0,16.0,0.0,0.0
696,2905,315,78.0,16.0,0.0,54.0,188,22.0,16.0,84.0,266.0,48.0,112.0,0.0,108.0,0.0,54.0,24.0,72.0,84.0,60.0,188.0,26,48.0,16.0,81,46,54.0,12.0,72.0,0.0,0.0,20.0,0.0,88.0,16.0,84.0,0.0,64.0,96.0,16.0,134.0,12.0,14.0,36.0,0.0,80.0,0.0,22.0,34.0,40.0,80.0,0.0,32.0,208.0,0.0,0.0,0.0
697,2597,251,64.0,96.0,0.0,58.0,154,64.0,0.0,138.0,272.0,156.0,91.0,48.0,34.0,18.0,24.0,16.0,0.0,26.0,12.0,48.0,34,92.0,116.0,47,50,0.0,0.0,36.0,108.0,33.0,18.0,18.0,24.0,36.0,42.0,0.0,18.0,24.0,88.0,16.0,52.0,16.0,44.0,0.0,12.0,104.0,0.0,0.0,92.0,54.0,8.0,8.0,48.0,16.0,24.0,0.0
698,3174,270,60.0,0.0,0.0,0.0,178,80.0,192.0,72.0,228.0,128.0,138.0,66.0,72.0,10.0,78.0,0.0,0.0,0.0,164.0,194.0,14,0.0,0.0,52,40,16.0,6.0,266.0,0.0,24.0,160.0,18.0,75.0,56.0,156.0,0.0,72.0,27.0,0.0,48.0,0.0,48.0,76.0,60.0,34.0,6.0,24.0,20.0,76.0,20.0,20.0,24.0,76.0,0.0,0.0,0.0
699,2895,228,60.0,86.0,0.0,83.0,94,80.0,100.0,18.0,300.0,22.0,166.0,32.0,96.0,18.0,148.0,51.0,8.0,24.0,36.0,42.0,65,16.0,176.0,90,44,24.0,8.0,64.0,0.0,0.0,118.0,16.0,24.0,20.0,40.0,0.0,0.0,124.0,124.0,84.0,16.0,0.0,72.0,8.0,0.0,0.0,32.0,66.0,80.0,80.0,0.0,0.0,0.0,32.0,8.0,0.0
700,2796,271,66.0,0.0,16.0,0.0,175,12.0,8.0,56.0,116.0,64.0,24.0,24.0,148.0,16.0,20.0,16.0,52.0,64.0,8.0,120.0,119,40.0,80.0,55,41,0.0,0.0,52.0,48.0,112.0,44.0,32.0,40.0,12.0,40.0,24.0,48.0,0.0,0.0,248.0,0.0,32.0,18.0,32.0,64.0,32.0,132.0,24.0,80.0,150.0,60.0,12.0,84.0,24.0,12.0,0.0
701,3252,242,100.0,168.0,0.0,20.0,134,66.0,0.0,88.0,308.0,68.0,94.0,32.0,40.0,16.0,0.0,124.0,191.0,0.0,32.0,32.0,20,144.0,148.0,60,48,12.0,0.0,0.0,0.0,30.0,206.0,48.0,0.0,0.0,54.0,0.0,0.0,0.0,64.0,56.0,16.0,20.0,16.0,56.0,60.0,112.0,131.0,8.0,42.0,324.0,0.0,8.0,56.0,0.0,0.0,0.0
702,2845,219,42.0,58.0,54.0,66.0,112,12.0,72.0,16.0,174.0,122.0,70.0,80.0,86.0,54.0,0.0,132.0,16.0,6.0,48.0,56.0,66,72.0,52.0,62,45,40.0,80.0,0.0,0.0,32.0,48.0,24.0,84.0,18.0,84.0,0.0,16.0,0.0,0.0,36.0,0.0,86.0,24.0,12.0,24.0,48.0,216.0,0.0,132.0,48.0,0.0,72.0,56.0,80.0,12.0,0.0
703,2915,334,140.0,248.0,0.0,0.0,240,60.0,16.0,120.0,156.0,152.0,32.0,30.0,84.0,0.0,32.0,96.0,112.0,36.0,88.0,84.0,90,64.0,32.0,48,46,12.0,32.0,0.0,16.0,52.0,96.0,27.0,0.0,0.0,0.0,20.0,30.0,0.0,20.0,0.0,48.0,6.0,60.0,32.0,128.0,0.0,16.0,0.0,60.0,56.0,39.0,66.0,24.0,12.0,57.0,0.0
704,2987,258,152.0,212.0,12.0,20.0,153,32.0,0.0,96.0,102.0,96.0,22.0,56.0,128.0,84.0,84.0,32.0,16.0,0.0,16.0,50.0,138,64.0,112.0,60,45,0.0,10.0,56.0,0.0,48.0,56.0,96.0,27.0,32.0,20.0,0.0,32.0,2.0,80.0,24.0,14.0,64.0,32.0,48.0,40.0,80.0,136.0,16.0,67.0,16.0,80.0,0.0,52.0,20.0,57.0,0.0
705,3429,176,204.0,296.0,12.0,20.0,80,52.0,64.0,156.0,44.0,142.0,80.0,40.0,24.0,24.0,168.0,42.0,68.0,16.0,164.0,240.0,142,96.0,0.0,55,41,0.0,32.0,126.0,0.0,109.0,112.0,87.0,87.0,0.0,72.0,0.0,210.0,0.0,0.0,0.0,0.0,16.0,36.0,0.0,12.0,3.0,48.0,18.0,60.0,92.0,0.0,12.0,0.0,27.0,0.0,0.0
706,2982,209,130.0,164.0,24.0,48.0,108,96.0,32.0,48.0,276.0,54.0,193.0,44.0,104.0,52.0,0.0,76.0,16.0,32.0,18.0,52.0,100,32.0,44.0,53,48,18.0,28.0,40.0,16.0,0.0,48.0,0.0,138.0,32.0,166.0,0.0,84.0,60.0,0.0,16.0,8.0,18.0,12.0,0.0,28.0,56.0,20.0,51.0,130.0,0.0,43.0,0.0,72.0,54.0,0.0,0.0
707,2872,297,124.0,231.0,8.0,16.0,144,0.0,16.0,107.0,152.0,84.0,48.0,64.0,268.0,64.0,56.0,32.0,0.0,0.0,60.0,60.0,79,18.0,124.0,113,40,24.0,0.0,0.0,12.0,12.0,16.0,28.0,234.0,36.0,36.0,24.0,0.0,68.0,48.0,24.0,0.0,20.0,0.0,20.0,20.0,8.0,28.0,0.0,36.0,42.0,0.0,24.0,56.0,148.0,0.0,0.0
708,2776,341,116.0,164.0,0.0,0.0,260,4.0,38.0,128.0,144.0,110.0,22.0,60.0,72.0,36.0,130.0,12.0,0.0,34.0,84.0,0.0,25,72.0,0.0,44,37,0.0,0.0,84.0,20.0,76.0,104.0,0.0,20.0,24.0,160.0,4.0,0.0,42.0,16.0,76.0,96.0,40.0,44.0,16.0,10.0,0.0,20.0,0.0,60.0,140.0,18.0,40.0,54.0,0.0,20.0,0.0
709,2949,399,36.0,0.0,48.0,24.0,295,96.0,114.0,104.0,76.0,114.0,64.0,192.0,244.0,64.0,66.0,140.0,0.0,0.0,40.0,96.0,59,0.0,0.0,60,44,20.0,0.0,24.0,32.0,82.0,0.0,24.0,8.0,0.0,26.0,0.0,0.0,34.0,0.0,48.0,32.0,112.0,48.0,0.0,24.0,0.0,8.0,116.0,24.0,168.0,0.0,0.0,98.0,0.0,45.0,0.0
710,2763,186,136.0,28.0,70.0,164.0,96,102.0,36.0,84.0,104.0,104.0,20.0,16.0,252.0,152.0,12.0,58.0,0.0,0.0,0.0,48.0,21,8.0,64.0,49,41,0.0,40.0,52.0,12.0,0.0,64.0,32.0,68.0,0.0,0.0,0.0,0.0,114.0,24.0,32.0,0.0,28.0,0.0,26.0,8.0,36.0,58.0,0.0,72.0,116.0,32.0,124.0,16.0,48.0,0.0,96.0
711,3016,231,64.0,144.0,12.0,31.0,122,170.0,0.0,84.0,52.0,136.0,48.0,44.0,84.0,12.0,32.0,0.0,24.0,32.0,0.0,0.0,62,24.0,0.0,66,43,36.0,0.0,88.0,16.0,0.0,221.0,88.0,50.0,48.0,48.0,0.0,12.0,0.0,36.0,160.0,92.0,67.0,68.0,20.0,16.0,20.0,84.0,16.0,126.0,274.0,48.0,48.0,24.0,24.0,0.0,0.0
712,2973,325,68.0,100.0,16.0,0.0,229,0.0,70.0,48.0,160.0,16.0,64.0,132.0,120.0,144.0,24.0,88.0,16.0,32.0,64.0,36.0,12,64.0,0.0,54,42,16.0,0.0,64.0,0.0,40.0,160.0,200.0,72.0,0.0,104.0,12.0,48.0,0.0,12.0,0.0,0.0,46.0,112.0,48.0,16.0,16.0,56.0,0.0,8.0,216.0,8.0,16.0,24.0,56.0,24.0,0.0
713,2814,398,24.0,165.0,0.0,20.0,299,0.0,96.0,182.0,107.0,16.0,100.0,0.0,128.0,84.0,24.0,104.0,67.0,36.0,14.0,36.0,30,107.0,56.0,57,42,24.0,0.0,38.0,0.0,56.0,70.0,0.0,98.0,32.0,0.0,52.0,20.0,0.0,0.0,96.0,32.0,88.0,88.0,52.0,0.0,43.0,0.0,0.0,42.0,48.0,0.0,10.0,95.0,0.0,36.0,0.0
714,2933,275,0.0,144.0,88.0,24.0,116,32.0,24.0,75.0,192.0,124.0,16.0,16.0,72.0,174.0,128.0,88.0,20.0,16.0,52.0,24.0,76,86.0,80.0,116,43,24.0,36.0,80.0,27.0,80.0,0.0,0.0,124.0,28.0,0.0,0.0,81.0,40.0,72.0,128.0,0.0,44.0,16.0,56.0,0.0,36.0,0.0,72.0,16.0,66.0,24.0,12.0,28.0,8.0,9.0,0.0
715,3005,239,64.0,80.0,36.0,0.0,142,170.0,112.0,32.0,136.0,72.0,108.0,42.0,140.0,32.0,36.0,32.0,72.0,24.0,80.0,56.0,192,0.0,0.0,53,44,20.0,12.0,64.0,72.0,0.0,0.0,104.0,48.0,42.0,24.0,24.0,84.0,18.0,30.0,92.0,32.0,0.0,84.0,88.0,46.0,0.0,16.0,0.0,70.0,96.0,24.0,48.0,96.0,16.0,0.0,0.0
716,2931,198,24.0,88.0,48.0,0.0,88,120.0,18.0,124.0,157.0,48.0,32.0,32.0,100.0,185.0,44.0,20.0,12.0,0.0,102.0,40.0,52,88.0,20.0,52,58,24.0,0.0,128.0,0.0,0.0,18.0,68.0,72.0,0.0,54.0,16.0,8.0,42.0,0.0,84.0,56.0,48.0,121.0,68.0,24.0,24.0,115.0,73.0,96.0,0.0,48.0,0.0,40.0,0.0,152.0,0.0
717,3352,456,0.0,178.0,18.0,8.0,348,100.0,42.0,196.0,286.0,96.0,0.0,26.0,24.0,172.0,64.0,48.0,0.0,56.0,92.0,34.0,22,92.0,114.0,71,37,48.0,0.0,0.0,0.0,0.0,78.0,42.0,126.0,0.0,12.0,12.0,0.0,36.0,72.0,66.0,66.0,96.0,12.0,0.0,16.0,84.0,60.0,32.0,48.0,234.0,0.0,0.0,88.0,0.0,0.0,0.0
718,2936,193,96.0,96.0,48.0,0.0,91,112.0,164.0,0.0,292.0,56.0,40.0,40.0,132.0,108.0,100.0,120.0,24.0,8.0,24.0,16.0,67,66.0,65.0,59,43,0.0,40.0,62.0,48.0,32.0,0.0,48.0,32.0,0.0,226.0,0.0,66.0,0.0,32.0,0.0,0.0,40.0,24.0,27.0,0.0,48.0,24.0,44.0,64.0,8.0,16.0,0.0,112.0,76.0,0.0,0.0
719,2395,209,0.0,34.0,12.0,0.0,103,32.0,0.0,20.0,235.0,92.0,58.0,16.0,72.0,12.0,26.0,28.0,0.0,34.0,82.0,76.0,26,68.0,0.0,56,50,20.0,16.0,132.0,40.0,38.0,0.0,0.0,66.0,0.0,0.0,0.0,32.0,74.0,24.0,64.0,52.0,24.0,93.0,56.0,68.0,72.0,44.0,40.0,40.0,114.0,48.0,28.0,44.0,34.0,0.0,0.0
720,2919,203,80.0,92.0,52.0,0.0,106,32.0,72.0,34.0,210.0,244.0,80.0,36.0,184.0,49.0,82.0,48.0,86.0,0.0,64.0,36.0,50,72.0,38.0,57,40,40.0,3.0,87.0,32.0,0.0,24.0,0.0,96.0,12.0,0.0,48.0,0.0,120.0,16.0,16.0,68.0,12.0,48.0,28.0,16.0,24.0,120.0,0.0,128.0,80.0,27.0,18.0,12.0,0.0,0.0,0.0
721,3188,336,16.0,56.0,24.0,0.0,235,124.0,96.0,88.0,212.0,156.0,40.0,48.0,80.0,36.0,68.0,24.0,0.0,16.0,74.0,186.0,96,36.0,160.0,55,46,0.0,3.0,72.0,0.0,68.0,0.0,132.0,60.0,0.0,12.0,0.0,36.0,36.0,55.0,68.0,70.0,30.0,80.0,12.0,6.0,24.0,112.0,0.0,8.0,0.0,28.0,74.0,198.0,32.0,0.0,0.0
722,3024,305,142.0,88.0,0.0,0.0,204,114.0,56.0,48.0,72.0,24.0,78.0,96.0,80.0,0.0,36.0,0.0,16.0,24.0,12.0,64.0,61,40.0,16.0,57,44,40.0,8.0,298.0,0.0,70.0,92.0,108.0,142.0,48.0,0.0,32.0,36.0,36.0,0.0,20.0,8.0,32.0,68.0,24.0,8.0,226.0,60.0,48.0,12.0,88.0,80.0,28.0,40.0,0.0,0.0,0.0
723,2771,203,88.0,16.0,12.0,57.0,89,36.0,24.0,48.0,64.0,212.0,45.0,56.0,140.0,0.0,71.0,16.0,0.0,24.0,16.0,130.0,36,112.0,75.0,73,41,0.0,16.0,198.0,0.0,90.0,54.0,0.0,0.0,18.0,188.0,0.0,84.0,48.0,0.0,0.0,36.0,44.0,82.0,8.0,32.0,24.0,76.0,0.0,16.0,60.0,24.0,10.0,150.0,32.0,0.0,0.0
724,2882,297,0.0,140.0,36.0,0.0,201,60.0,18.0,124.0,204.0,116.0,48.0,24.0,124.0,42.0,74.0,96.0,0.0,24.0,52.0,64.0,43,92.0,0.0,54,42,68.0,10.0,102.0,0.0,10.0,114.0,34.0,48.0,54.0,0.0,0.0,60.0,88.0,0.0,104.0,0.0,104.0,62.0,48.0,16.0,114.0,48.0,0.0,52.0,48.0,20.0,0.0,0.0,0.0,0.0,0.0
725,2948,204,50.0,50.0,0.0,0.0,103,202.0,0.0,24.0,236.0,134.0,70.0,28.0,192.0,0.0,120.0,92.0,0.0,0.0,62.0,189.0,44,40.0,72.0,60,41,0.0,8.0,88.0,0.0,38.0,12.0,8.0,84.0,0.0,80.0,0.0,24.0,60.0,47.0,50.0,0.0,36.0,36.0,16.0,12.0,52.0,180.0,42.0,86.0,28.0,34.0,46.0,12.0,24.0,36.0,0.0
726,3091,261,288.0,12.0,0.0,18.0,161,208.0,138.0,112.0,112.0,68.0,88.0,36.0,0.0,64.0,24.0,40.0,74.0,16.0,48.0,75.0,58,0.0,130.0,51,49,6.0,0.0,24.0,0.0,24.0,42.0,0.0,104.0,48.0,120.0,24.0,0.0,44.0,0.0,24.0,9.0,24.0,0.0,104.0,68.0,88.0,90.0,0.0,80.0,96.0,8.0,12.0,60.0,24.0,98.0,0.0
727,2919,226,152.0,48.0,0.0,24.0,94,104.0,16.0,8.0,142.0,18.0,32.0,16.0,16.0,54.0,32.0,18.0,62.0,64.0,31.0,194.0,11,128.0,176.0,92,40,56.0,8.0,160.0,68.0,48.0,0.0,0.0,208.0,0.0,8.0,0.0,40.0,48.0,40.0,32.0,48.0,32.0,20.0,0.0,0.0,82.0,128.0,112.0,0.0,108.0,32.0,16.0,8.0,20.0,25.0,0.0
728,3054,222,56.0,276.0,24.0,238.0,116,112.0,64.0,208.0,144.0,64.0,32.0,40.0,44.0,48.0,28.0,96.0,40.0,32.0,24.0,16.0,132,18.0,71.0,60,46,0.0,0.0,68.0,0.0,40.0,12.0,140.0,12.0,39.0,44.0,64.0,24.0,30.0,84.0,40.0,0.0,32.0,32.0,24.0,16.0,54.0,44.0,12.0,34.0,96.0,12.0,24.0,0.0,48.0,0.0,0.0
729,2628,170,12.0,108.0,0.0,0.0,89,84.0,84.0,112.0,162.0,36.0,175.0,120.0,178.0,44.0,20.0,56.0,3.0,24.0,32.0,176.0,85,36.0,0.0,50,31,16.0,44.0,36.0,24.0,16.0,0.0,48.0,32.0,24.0,48.0,0.0,0.0,58.0,24.0,66.0,12.0,42.0,24.0,74.0,52.0,8.0,62.0,0.0,0.0,36.0,12.0,33.0,0.0,120.0,0.0,0.0
730,3405,313,132.0,309.0,16.0,42.0,229,18.0,40.0,152.0,168.0,72.0,108.0,12.0,172.0,40.0,32.0,64.0,0.0,32.0,0.0,68.0,168,0.0,76.0,41,43,80.0,0.0,32.0,0.0,75.0,168.0,112.0,64.0,16.0,24.0,20.0,12.0,36.0,16.0,48.0,16.0,0.0,16.0,60.0,48.0,36.0,48.0,48.0,184.0,32.0,16.0,48.0,0.0,104.0,12.0,0.0
731,2742,295,56.0,230.0,0.0,76.0,178,80.0,20.0,56.0,148.0,0.0,56.0,0.0,104.0,24.0,44.0,72.0,24.0,0.0,16.0,51.0,71,16.0,72.0,63,54,0.0,9.0,56.0,0.0,56.0,180.0,18.0,8.0,0.0,0.0,0.0,0.0,15.0,36.0,48.0,48.0,160.0,16.0,39.0,80.0,56.0,176.0,0.0,120.0,46.0,0.0,0.0,48.0,16.0,0.0,0.0
732,2624,196,96.0,100.0,0.0,32.0,87,221.0,57.0,89.0,154.0,124.0,0.0,68.0,166.0,32.0,0.0,0.0,32.0,8.0,8.0,36.0,63,72.0,0.0,70,39,0.0,4.0,56.0,0.0,12.0,24.0,138.0,72.0,108.0,77.0,60.0,44.0,82.0,16.0,40.0,64.0,56.0,8.0,12.0,53.0,0.0,106.0,16.0,16.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
733,3072,275,112.0,144.0,0.0,24.0,173,92.0,239.0,48.0,172.0,112.0,46.0,80.0,168.0,12.0,44.0,48.0,22.0,52.0,0.0,69.0,15,48.0,140.0,57,45,36.0,0.0,66.0,0.0,24.0,112.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,64.0,16.0,108.0,32.0,72.0,126.0,66.0,62.0,20.0,54.0,24.0,24.0,0.0,56.0,24.0,0.0
734,2779,225,12.0,8.0,16.0,8.0,127,32.0,80.0,12.0,294.0,84.0,80.0,16.0,106.0,0.0,64.0,162.0,80.0,88.0,108.0,12.0,57,70.0,92.0,58,40,56.0,0.0,16.0,0.0,40.0,86.0,16.0,40.0,0.0,92.0,0.0,8.0,106.0,0.0,56.0,100.0,16.0,64.0,40.0,0.0,80.0,80.0,0.0,17.0,0.0,0.0,48.0,60.0,52.0,0.0,0.0
735,3088,618,18.0,44.0,6.0,36.0,519,166.0,114.0,64.0,154.0,48.0,70.0,36.0,56.0,66.0,54.0,78.0,14.0,32.0,58.0,0.0,27,36.0,56.0,55,44,0.0,0.0,90.0,0.0,72.0,8.0,60.0,54.0,72.0,6.0,40.0,48.0,57.0,8.0,0.0,0.0,68.0,0.0,59.0,24.0,48.0,108.0,24.0,107.0,86.0,16.0,8.0,102.0,0.0,72.0,0.0
736,3055,234,0.0,0.0,42.0,48.0,133,96.0,96.0,166.0,326.0,24.0,12.0,0.0,58.0,52.0,28.0,88.0,60.0,20.0,70.0,36.0,87,0.0,16.0,51,50,84.0,0.0,88.0,0.0,30.0,64.0,9.0,126.0,0.0,36.0,32.0,78.0,0.0,64.0,36.0,100.0,10.0,60.0,54.0,9.0,0.0,32.0,120.0,164.0,100.0,42.0,48.0,18.0,92.0,0.0,0.0
737,2723,237,24.0,75.0,0.0,0.0,93,91.0,54.0,60.0,42.0,96.0,106.0,6.0,134.0,0.0,0.0,72.0,20.0,88.0,74.0,0.0,121,56.0,68.0,106,38,12.0,36.0,124.0,0.0,58.0,129.0,0.0,80.0,72.0,0.0,24.0,108.0,72.0,0.0,40.0,14.0,40.0,10.0,12.0,0.0,72.0,148.0,16.0,72.0,76.0,0.0,24.0,0.0,0.0,60.0,0.0
738,2961,212,32.0,170.0,16.0,16.0,104,256.0,202.0,72.0,154.0,44.0,60.0,72.0,140.0,0.0,40.0,116.0,18.0,24.0,0.0,16.0,11,36.0,68.0,62,46,56.0,24.0,64.0,0.0,30.0,18.0,0.0,72.0,0.0,36.0,48.0,8.0,16.0,32.0,68.0,8.0,0.0,16.0,24.0,0.0,88.0,32.0,24.0,0.0,200.0,20.0,36.0,150.0,36.0,80.0,0.0
739,3089,200,66.0,136.0,0.0,60.0,107,0.0,24.0,8.0,219.0,212.0,98.0,0.0,64.0,72.0,36.0,24.0,0.0,56.0,76.0,98.0,28,174.0,140.0,53,40,0.0,18.0,0.0,0.0,48.0,0.0,24.0,64.0,188.0,36.0,0.0,128.0,16.0,0.0,64.0,0.0,0.0,24.0,32.0,24.0,108.0,96.0,64.0,48.0,45.0,16.0,112.0,131.0,12.0,0.0,0.0
740,2506,233,18.0,148.0,48.0,32.0,83,120.0,0.0,76.0,108.0,128.0,78.0,48.0,136.0,30.0,96.0,24.0,16.0,8.0,36.0,64.0,53,24.0,56.0,114,36,112.0,32.0,0.0,16.0,4.0,0.0,0.0,56.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,8.0,150.0,64.0,40.0,32.0,16.0,32.0,0.0,96.0,60.0,32.0,0.0,48.0,64.0,0.0
741,2907,208,0.0,124.0,16.0,48.0,112,192.0,32.0,75.0,177.0,118.0,32.0,60.0,24.0,64.0,52.0,0.0,20.0,0.0,68.0,84.0,16,112.0,66.0,56,40,42.0,16.0,80.0,0.0,0.0,10.0,0.0,118.0,70.0,0.0,24.0,18.0,92.0,16.0,61.0,0.0,146.0,86.0,24.0,16.0,80.0,45.0,64.0,24.0,21.0,0.0,80.0,24.0,54.0,108.0,0.0
742,2524,176,32.0,83.0,0.0,24.0,85,48.0,104.0,104.0,112.0,148.0,88.0,44.0,24.0,48.0,0.0,0.0,27.0,6.0,56.0,40.0,16,88.0,68.0,52,39,0.0,0.0,0.0,0.0,92.0,36.0,28.0,96.0,0.0,0.0,48.0,0.0,24.0,0.0,16.0,18.0,160.0,88.0,8.0,0.0,176.0,52.0,48.0,178.0,36.0,12.0,16.0,32.0,24.0,0.0,0.0
743,2960,219,82.0,144.0,0.0,24.0,116,68.0,27.0,124.0,346.0,88.0,64.0,0.0,72.0,0.0,88.0,116.0,16.0,0.0,62.0,52.0,12,24.0,80.0,58,45,0.0,16.0,0.0,60.0,30.0,214.0,18.0,46.0,40.0,140.0,0.0,27.0,0.0,54.0,0.0,24.0,0.0,76.0,80.0,0.0,36.0,48.0,100.0,0.0,46.0,44.0,8.0,93.0,16.0,36.0,0.0
744,2967,266,112.0,4.0,0.0,108.0,163,144.0,64.0,32.0,296.0,48.0,30.0,48.0,24.0,0.0,0.0,16.0,32.0,32.0,164.0,180.0,14,44.0,48.0,62,41,28.0,4.0,48.0,0.0,40.0,72.0,0.0,42.0,0.0,56.0,9.0,0.0,12.0,80.0,0.0,38.0,52.0,128.0,112.0,27.0,48.0,24.0,51.0,0.0,288.0,6.0,0.0,32.0,16.0,48.0,0.0
